name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
EverDry socks: THE All-terrain Waterproof sock,The EverDry sock is the ultimate in all-terrain footwear.  Combining waterproof/ breathable materials we bring the PERFECT winter sock.,everdry-socks-the-all-terrain-waterproof-sock,Wearables,6.0,6.0,Tuesday,19,8,19,6,30,0,10.160245956565133,0.2976313079299691,6.879355804460439,10.308985993422082,-0.13866572162028992,7.633369649679584,0.3313981615868408
Technology meets Fashion and life on the go.,We intend on making customizable Solar Panel book bags for students or anyone on the go. It has a power bank so you can stay charged.,technology-meets-fashion-and-life-on-the-go,Wearables,8.0,5.0,Monday,13,7,13,104,45,0,11.082157933374816,0.2976313079299691,6.879355804460439,10.308985993422082,0.5727699992388139,5.68697535633982,0.2939189189189189
AeroChill® - Cooling Sports Vest,Worlds first hi-tech evap cooling vest,aerochill-cooling-sports-vest,Wearables,5.0,5.0,Thursday,8,9,8,6,30,0,11.248221612800537,0.2976313079299691,6.879355804460439,10.308985993422082,0.6622938848029906,7.633369649679584,0.3313981615868408
Cell phone headband Flashlight,The Headband cell phone flashlight will be very useful to everyone who carries a cell phone.,cell-phone-headband-flashlight,Wearables,4.0,4.0,Thursday,22,10,22,198,30,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,5.808142489980444,0.18862275449101795
Triple Sensory Headset,"Headband that reads your brain signals, temperature, and pulse, and view data on a mobile phone.",triple-sensory-headset,Wearables,3.0,3.0,Tuesday,13,9,13,3,30,0,6.90875477931522,0.2976313079299691,6.879355804460439,10.308985993422082,-1.4816570882042335,6.80128303447162,0.21666666666666667
Alpha ball.Tune your body to the deep relaxation alpha mode.,"The source of alpha waves is sending the rhythm through the body and helping our brain to tune to the specific ""deep relaxation” mode",alpha-balltune-your-body-to-the-deep-relaxation-al,Wearables,10.0,7.0,Friday,13,4,13,37,60,0,10.308985993422082,0.2976313079299691,6.879355804460439,10.308985993422082,0.0,5.579729825986222,0.20676691729323307
Limitless Vinyl,being able to make a statement anywhere saying anything for everyone to see,limitless-vinyl,Wearables,2.0,2.0,Tuesday,13,10,13,15,30,0,7.601402334583733,0.2976313079299691,6.879355804460439,10.308985993422082,-1.3103803595328476,6.71174039505618,0.17496962332928312
universal cell phone body camera caddy,cell phone caddy allows hands free use of devise by hanging around your neck or in your vehicle and fits any smartphone.,universal-cell-phone-body-camera-caddy,Wearables,6.0,6.0,Thursday,9,3,9,6,30,0,11.407576060361786,0.2976313079299691,6.879355804460439,10.308985993422082,0.7412657225463032,6.80128303447162,0.21666666666666667
"SPO2+ Health Smart Ring: Protect Heart, Improve Sleep","SPO2+ health smart ring, help you know more, sleep and activity better, energize your life.",spo2-health-smart-ring-protect-heart-improve-sleep,Wearables,8.0,8.0,Tuesday,15,12,15,14,30,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,8.000014093678072,0.374916163648558
ISH        The Integrated Stretching Harness,I am building a wearable pressure point device for stretching muscles. This device can be used for self massage and fitness training.,ish-the-integrated-stretching-harness,Wearables,5.0,5.0,Tuesday,22,11,22,98,29,0,9.392745258631441,0.2976313079299691,6.879355804460439,10.308985993422082,-0.6503653161188206,5.958424693029782,0.2912371134020619
IT'S WAY BEYOND ANY HOT OR COLD THERAPY PACK,"The KOOLCLAM is a ""WHEN YOU WANT IT-WHERE YOU NEED IT"" ICE or HEAT thermal pack system. It stores temperature for continued use..",its-way-beyond-any-hot-or-cold-therapy-pack,Wearables,9.0,9.0,Friday,0,6,0,117,30,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,5.958424693029782,0.2912371134020619
HAND'S ON W/ MICROSOFT HOLOLENS WORKSHOP,Help us raise money to bring the MICROSOFT HOLOLENS experience to our community event and workshop this summer.,hands-on-w-microsoft-hololens-workshop,Wearables,6.0,6.0,Monday,9,4,9,5,30,0,8.412054873292933,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0636519422288024,7.323170717943469,0.4346965699208443
The Artist's Chamber - a mood synthesizer 4 having feelings,"TAC allows the user to proactively alter their mood through biometrics and artistic output, sharing mood shifts and artwork w/friends.",the-artists-chamber-a-mood-synthesizer-4-having-fe,Wearables,10.0,8.0,Monday,22,9,16,13,30,0,9.680406499268875,0.2976313079299691,6.879355804460439,10.308985993422082,-0.4877081588830877,6.066108090103747,0.42592592592592593
"Patriot 1 Glider, a compact, easily deployable, glider","Hello,
   
    Welcome to the Patriot 1 Glider Project. The Patriot 1 in basic, is the compact hang glider of tomorrow.",patriot-1-glider-a-compact-easily-deployable-glide,Wearables,8.0,7.0,Monday,14,8,14,24,49,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,5.579729825986222,0.20676691729323307
whee'll:Cheap Brain-Computer Interface (BCI) for Wheelchairs,"Motivated biomedical engineers with 3D printed EEG cap, Arduino ADC and classification algorithms. Helping reduced mobility patients.",cheap-brain-computer-interface-bci-for-wheelchairs,Wearables,6.0,5.0,Monday,9,11,9,5,29,0,9.50505869746283,0.2976313079299691,6.879355804460439,10.308985993422082,-0.5899661192536074,3.8066624897703196,0.2826086956521739
Wearable Smart Video Camera Camcorder HD Bluetooth Headset,"Wearable DigiOptix Smart Camera allows you to record HD video, and use Bluetooth function to take picture, receive calls, listen music.",wearable-smart-video-camera-camcorder-hd-bluetooth,Wearables,8.0,8.0,Wednesday,10,2,10,231,60,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,5.19295685089021,0.2596685082872928
Wireless Ultrasonic Leash for Pets,"Wireless leash that keeps pets untangled, and also keeps you and pets safe from wild animals.",wireless-ultrasonic-leash-for-pets,Wearables,5.0,4.0,Wednesday,20,1,20,8,30,0,11.51293546492023,0.2976313079299691,6.879355804460439,10.308985993422082,0.7902509652103298,3.970291913552122,0.2037037037037037
Be Seen Vests,This is a light weight vest/jacket that is designed to promote motorcycle safety and enhance driver/passenger visibility with lights.,be-seen-vests,Wearables,3.0,3.0,Friday,13,8,13,25,30,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,6.71174039505618,0.17496962332928312
Save our children with one simple device,"In the summer months, children are left in hot cars. This device will prevent that from happening",save-our-children-with-one-simple-device,Wearables,7.0,5.0,Tuesday,21,2,21,3,30,0,8.160803920954665,0.2976313079299691,6.879355804460439,10.308985993422082,-1.1468251663881655,6.148468295917647,0.31982942430703626
Use Your Earbuds to Create an Amazing Headphone for $20!,Stop buying overpriced headphones! Get out your earphones and create an amazing audio experience with our high quality headphones.,scutes-headphones-earphones-that-turn-into-headpho,Wearables,10.0,7.0,Wednesday,22,5,1,76,33,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,5.049856007249537,0.28662420382165604
Vytal - Revolution in Fitness Tracking & Personal Healthcare,Vytal is an adhesive device that changes fitness tracking by wirelessly recording and sending 8 of your vital signs to your smartphone.,vytal-a-revolution-in-personal-healthcare,Wearables,9.0,8.0,Tuesday,14,7,14,13,31,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,4.31748811353631,0.19736842105263158
So-Gnar Sounds stereo infused lifejacket and sports apparel,So-Gnar Sounds is developing a fully patented lifejacket and action sports apparel that has built-in waterproof stereo system.,so-gnar-sounds-stereo-infused-lifejacket-and-sport,Wearables,8.0,7.0,Thursday,11,4,10,44,29,0,12.429220196836383,0.2976313079299691,6.879355804460439,10.308985993422082,1.1379080642010313,5.568344503761097,0.23574144486692014
Details PAL: A Pet Activity Link For Every Dog,"Meet PAL, the most affordable, intuitive & innovative Pet Activity Link. Every dog should have one, our goal is to make that possible.",details-pal-a-pet-activity-link-for-every-dog,Wearables,9.0,9.0,Tuesday,19,4,19,88,30,0,10.308985993422082,0.2976313079299691,6.879355804460439,10.308985993422082,0.0,8.000014093678072,0.374916163648558
STAY WARM STAY CONNECTED JACKET,"The Stay Warm Stay Connected Jacket has a built in Recordable Camera, Bluetooth Music and Lighting System.",stay-warm-stay-connected-jacket,Wearables,5.0,5.0,Tuesday,9,11,9,2,30,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,5.598421958998375,0.19557195571955718
Relay,Relay lets you know if you need to check your phone when that phone is not in your hand.  Put your phone away with Relay!,relay,Wearables,1.0,1.0,Monday,23,7,23,17,30,0,11.225256725762893,0.2976313079299691,6.879355804460439,10.308985993422082,0.6503809703708315,4.499809670330265,0.2087912087912088
The World's Most Advanced Stand Alone Tracking Device,"Track Anything, Anywhere, Anytime Without Bluetooth or a Phone!
Small Device, Big Peace Of Mind!",remora-tracking-live-gps-tracking,Wearables,8.0,8.0,Sunday,10,12,10,240,45,0,11.51293546492023,0.2976313079299691,6.879355804460439,10.308985993422082,0.7902509652103298,5.726847747587197,0.16883116883116883
Smart Clothing - Upgrade Your Clothing,Smart Clothing is the platform that connects fashion with technology. The reason you will want to buy all of your clothes online.,smart-clothing-upgrade-your-clothing,Wearables,6.0,6.0,Tuesday,22,11,15,44,28,0,9.61587214452889,0.2976313079299691,6.879355804460439,10.308985993422082,-0.5265693477259393,8.000014093678072,0.374916163648558
Wearable Biometric Earphones for Fitness and Health,"Senso TRACK - Fitness, Activity, Health, Music, Vitals monitoring - all-in-one gadget for Sport and Wellness. Sense, track and manage",sensotrack-best-wearable-mobile-health-and-activit,Wearables,7.0,5.0,Monday,18,6,18,129,60,0,12.429220196836383,0.2976313079299691,6.879355804460439,10.308985993422082,1.1379080642010313,6.80128303447162,0.21666666666666667
Smart Charge - Power Bags,Smart Charge - Power Bags are designed to ensure not only a safe spot for your tablet/phone it also provides on the go battery power.,smart-charge-power-bags,Wearables,5.0,5.0,Friday,12,11,12,8,20,0,9.61587214452889,0.2976313079299691,6.879355804460439,10.308985993422082,-0.5265693477259393,5.634789603169249,0.31316725978647686
A Beautiful New Blue Gem!,"This gem is unlike any other on Earth. I think it is more sparkly than any other blue gem. It is also a very hard, durable gem!",a-beautiful-new-blue-gem,Wearables,5.0,5.0,Tuesday,16,2,16,3,50,0,10.021315031649332,0.2976313079299691,6.879355804460439,10.308985993422082,-0.2528351305834076,5.598421958998375,0.19557195571955718
weActiv - Connect. Share. Compare!,"Wherever you are, whichever device you have. weActiv connects you to all your friends or colleagues in one place, on one platform",weactiv-connect-share-compare,Wearables,5.0,5.0,Wednesday,11,3,11,334,30,0,8.883817584029531,0.2976313079299691,6.879355804460439,10.308985993422082,-0.8859009691502894,7.633369649679584,0.3313981615868408
U-Wake Your guardian angel for road safety,"Monitors and analyzes users’ brainwaves, U-Wake detects driver’s fatigue level and sends alarms to family/friends to keep user awake.",u-wake-your-guardian-angel-for-road-safety,Wearables,7.0,6.0,Tuesday,23,10,23,58,60,0,12.206077645517674,0.2976313079299691,6.879355804460439,10.308985993422082,1.063707355185497,8.000014093678072,0.374916163648558
"ONSNO suspension snow sports equipment, OHSKI and OHSNO","OHSKI is a suspension device that fits on skis and snowboards.
OHSNO is for die-hard snowboarders who want maximum control.",onsno-suspension-snow-sports-equipment-ohski-and-o,Wearables,8.0,7.0,Sunday,16,11,16,41,30,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,8.000014093678072,0.374916163648558
Wearable Visual Aid,"We are developing a low cost visual aid for the vision impaired. 
This platform is entirely not-for-profit.",wearable-visual-aid,Wearables,3.0,3.0,Saturday,8,4,8,113,45,0,8.247545556483077,0.2976313079299691,6.879355804460439,10.308985993422082,-1.118885536231016,6.129050210060545,0.24782608695652175
Wear The Re-Programmable QR Code,Everyone understands QR codes. Get QR coded merchandise you can instantly reprogram on your phone. Promote yourself however you see fit,wear-the-re-programmable-qr-code,Wearables,5.0,5.0,Monday,14,1,14,24,30,0,9.210440366976517,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7412445459642786,5.726847747587197,0.16883116883116883
Revolutionizing the Briefcase,"A new kind of briefcase that utilizes technology to further enhance its basic function, which is to keep paper nice and neat.",revolutionizing-the-briefcase,Wearables,3.0,2.0,Wednesday,12,7,12,150,40,0,11.767212325638095,0.2976313079299691,6.879355804460439,10.308985993422082,0.8994400867322632,3.4965075614664802,0.11764705882352941
Magic Party Costume makes you look cool at ALL parties,"Party must-have garment with LED and sounds, with your body movement, the LED colorful light flashing accompanying horror sounds.",magic-party-costume-makes-you-look-cool-at-all-par,Wearables,10.0,8.0,Wednesday,4,3,4,745,30,0,11.502885230075814,0.2976313079299691,6.879355804460439,10.308985993422082,0.7856804340224973,8.000014093678072,0.374916163648558
Child GPS,Child GPS (Patent Pending) is the World's first lockable bracelet GPS that can locate an abducted Child within 3 feet of accuracy.,child-gps,Wearables,2.0,2.0,Thursday,10,3,10,0,30,0,11.066437217113464,0.2976313079299691,6.879355804460439,10.308985993422082,0.5638645910836325,6.129050210060545,0.24782608695652175
OpenTie,A phone pocket cybernetic solar plexus device to close the gap to the Internet. A new sensor platform and social signaling medium.,opentie,Wearables,1.0,1.0,Monday,6,9,6,138,30,0,10.239995502805316,0.2976313079299691,6.879355804460439,10.308985993422082,-0.06671473641565857,5.568344503761097,0.23574144486692014
The GoSparq Technology,GoSparq is a ski/snowboarding helmet that uses micro-turbines to harvest wind energy during descent to charge a battery for electronics,the-gosparq-technology,Wearables,3.0,3.0,Thursday,11,4,11,1,21,0,8.853808274977197,0.2976313079299691,6.879355804460439,10.308985993422082,-0.8981991490316734,5.958424693029782,0.2912371134020619
Shop Pockets Utility Tool Vest - Change the way you work!,Shop Pockets® Utility Tool Vest. The most comfortable way to carry your tools!  Attach your tool pouches to our vest. Get yours now!,shop-pockets-utility-tool-vest-change-the-way-you,Wearables,11.0,9.0,Monday,8,11,8,140,35,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,4.941642422609304,0.3191489361702128
